id,epic,title,repo,acceptance_criteria,required_tests,notes
CORE-SVIS-003,Session-Scoped Visibility,"Session-scope participant asset-download authorization",livecore-platform,"A participant's asset download-url is authorized against the SESSION-scoped visibility of the linked resource, not the workspace-wide one; a participant cannot obtain a download URL for an asset tied to a resource revealed only in a sibling session; host/role-level (non-participant) asset access is unchanged.","Integration: a participant in session B is denied a download-url for an asset linked to a resource revealed only in session A (same workspace); a participant in session A is allowed; host/owner unaffected; foreign-tenant 404.","TIER 1 (user-requested closure of the one reachable residual from the CORE-SVIS-001 adversarial review; product decision 2026-06-15: close it now). GET /api/v1/assets/{assetId}/download-url (AssetEndpoints.cs ~127) authorizes via AssetDownloadPolicy using the workspace-wide CanViewResourceAsync overload -> VisibilityRuleRepository.ListByResourceAcrossSessionsAsync (AssetDownloadPolicy.cs ~106-114), which is session-agnostic; ADR 0013 accepted this as a follow-up. For a PARTICIPANT download, thread the session context (a sessionId on the request/route) and gate via the session-scoped CanParticipantViewResourceAsync (the same primitive CORE-SVIS-001 uses for the feed). Keep host/role-level asset management workspace-wide and unchanged (the ADR role-level carve-out). Decide how the participant supplies the session (route/query) and document it. Update docs/12 (assets) + csv/api_routes.csv if the contract changes, and update ADR 0013 to record that the participant path is now session-scoped. Reuse VisibilityPolicy; do not fork."
CORE-SVIS-004,Session-Scoped Visibility,"Session-scope entity search and remove the workspace-wide visibility overloads",livecore-platform,"Entity search (when reached by a participant) filters by session-scoped visibility; once asset-download (CORE-SVIS-003) and entity-search are both session-scoped, the workspace-wide visibility overloads are removed so a session-agnostic visibility decision cannot be reintroduced.","Unit/integration: a participant entity search returns only entities revealed in their session; the removed overloads have no remaining callers (the build proves it); regression: feed/realtime/asset-download still pass.","TIER 2. EntitySearchService.cs ~194-202 uses the same session-agnostic workspace-wide visibility overload; today it is latent (no search route in EntityEndpoints.cs) but make it correct for when a route lands. After CORE-SVIS-003 + this story migrate both consumers, DELETE VisibilityPolicy.CanViewResourceAsync (workspace-wide) and VisibilityRuleRepository.ListByResourceAcrossSessionsAsync so the leak class is structurally impossible. Grep to confirm zero remaining callers before removing. Depends on CORE-SVIS-003. Reuse VisibilityPolicy."
CORE-CONC-005,Concurrency and Transactional Integrity,"Clear the change tracker between execution-strategy retry attempts",livecore-platform,"When EnableRetryOnFailure retries a transactional command after a transient failure, the retry runs against fresh entity state (no stale attempt-1 in-memory mutations); a retried session start/reveal succeeds instead of throwing an invalid-state-transition or double-add.","Enable retry and inject a transient failure mid-delegate on the first attempt; assert the command ultimately succeeds with correct state (no InvalidSessionStateTransitionException, no double-add).","TIER 1 (concrete latent bug from the CORE-CONC adversarial review). TransactionalUnitOfWork.ExecuteAsync (TransactionalUnitOfWork.cs ~85) wraps the command in CreateExecutionStrategy().ExecuteAsync but does NOT call ChangeTracker.Clear() between attempts. On a real transient failure on Postgres, attempt 1's tracked mutations survive; attempt 2 calls e.g. session.Start(now) on an already-Live tracked entity -> InvalidSessionStateTransitionException (Session.cs ~353-356), turning a retryable blip into a hard 500 (same risk: double-Add of re-added entities). Latent because retry is disabled in every current test (WorkspaceApiFactory uses plain UseSqlite with no retry strategy, so the delegate is never re-run). Fix: Clear the ChangeTracker at the start of each attempt (or reload entities inside the delegate). Add a test that actually enables a retrying strategy and injects one transient failure mid-delegate. Keep the existing atomicity behavior."
CORE-CONC-006,Concurrency and Transactional Integrity,"Extend optimistic concurrency tokens to the remaining mutable aggregates",livecore-platform,"The remaining mutable aggregates carry the xmin concurrency token so a concurrent read-modify-write fails loudly (409) instead of last-write-wins; the SQLite path is unchanged (token is Npgsql-only).","Postgres-leg test: interleaved updates to e.g. Scene.Reorder / Entity / Asset detect the conflict; the SQLite path is unaffected.","TIER 2. CORE-CONC-001 mapped xmin on only 6 aggregates; the adversarial review found 8 more mutable aggregates still doing bare Update+SaveChanges with NO token and silent last-write-wins: ContentBlock (ContentBlockRepository.cs ~169), Entity (EntityRepository.cs ~151), EntityType (EntityTypeRepository.cs ~175), Scene (SceneRepository.cs ~149; Scene.Reorder is a real RMW used by the deletion re-pack), Asset (AssetRepository.cs ~142), SubjectEntitlement (SubjectEntitlementRepository.cs ~69; grant/revoke state), ExportJob (ExportJobRepository.cs ~110), UserProfile (UserProfileRepository.cs ~94). Map xmin on these in LiveCoreDbContext (~230-269, behind the existing IsNpgsql guard) - no physical migration needed. Ensure DbUpdateConcurrencyException -> 409 via the existing ConcurrencyConflictMiddleware for their endpoints. Reuse the CORE-CONC-001 pattern."
CORE-CONC-007,Concurrency and Transactional Integrity,"Handle concurrency conflicts in the worker job contexts",livecore-platform,"A DbUpdateConcurrencyException in a worker job (e.g. store-notification reconciliation RMW on PurchaseTransaction) is handled gracefully (retry/skip-and-continue, logged) instead of surfacing as an unhandled job exception.","Worker test: a simulated concurrency conflict on a reconciled purchase is retried/skipped without crashing the loop.","TIER 3. The 4 worker contexts share the token-bearing model but DbUpdateConcurrencyException is handled ONLY by the HTTP ConcurrencyConflictMiddleware (Program.cs ~1072) - a conflict in ReconcileTransactionAsync (which does a tracked RMW on PurchaseTransaction via ChangeStatusAsync, PurchaseTransactionService.cs ~135) is an unhandled exception. Jobs re-run on cadence so it self-heals, but make it explicit: catch + log + reschedule/skip the affected item. Reuse the existing job loops. Benefits from CORE-CONC-006."
CORE-TST-006,Test Enforcement,"Add real write-concurrency tests for the money paths on Postgres",livecore-platform,"The duplicate/race-resolution branches in the billing repos are exercised under real Postgres concurrency (two truly concurrent writers), proving graceful idempotent resolution rather than a double-grant.","Concurrent: two writers race a billing_account_link for the same purchase (and the same (subject,entitlement) grant, and the same purchase-status change); exactly one wins, the loser re-reads and resolves, no double-grant.","TIER 2. The adversarial review found the DbUpdateException -> re-read -> resolve branches in BillingAccountLinkRepository / PurchaseTransactionRepository / SubjectEntitlementRepository are only reasoned, never exercised concurrently - integration tests use a single shared SQLite connection that serializes writes, and the cross-subject tests are sequential A-then-B so the loser's re-read branch never fires. Add concurrent-writer tests on the Postgres CI leg. NOTE a unique violation inside the endpoint's explicit transaction aborts that transaction on Postgres - confirm the catch-and-re-read recovers (or document that a truly-concurrent duplicate surfaces as a 500 that succeeds on retry, never a double-grant). Reuse the Postgres test harness."
CORE-TST-007,Test Enforcement,"Add savepoint-recovery and HTTP 409 conflict tests on Postgres",livecore-platform,"The unique-violation-inside-the-transaction recovery (the reveal create-race savepoint path) and the end-to-end HTTP 409 concurrency-conflict response are both tested on Postgres.","Postgres: a concurrent first-reveal of the same resource recovers via savepoint to exactly one rule (no aborted-transaction failure); a concurrent Session start-vs-end returns 409 end-to-end over HTTP.","TIER 2. The adversarial review found the savepoint-recovery on a unique violation inside the UoW transaction (VisibilityRuleRepository.cs ~192-194, QuotaUsageRepository.cs ~34-36) is Postgres-specific and unproven by any test, and the HTTP 409 path is explicitly skipped as racy. Add Postgres-leg tests for both. Reuse the Postgres harness + the existing reveal/session tests."
CORE-TST-008,Test Enforcement,"Test that a store-notification revoke failure rolls back the unit of work",livecore-platform,"If the entitlement revoke fails mid-HandleAsync, the whole store-notification unit of work rolls back (status change + ledger + revoke are all-or-nothing); proven by a failure-injection test.","Inject a failure in the revoke step during HandleAsync and assert neither the purchase status change nor the ledger row persisted.","TIER 3. The adversarial review found the atomic-rollback claim for StoreNotificationService.HandleAsync (StoreNotificationService.cs ~180-199) is asserted in prose but has no test. Add the failure-injection rollback test, mirroring the CORE-CONC TransactionalCommandAtomicityTests pattern."
CORE-MON-011,Monetization v1,"Lock in and document the Cancelled equals immediate-revoke semantics",livecore-platform,"The intended 'Cancelled' semantics (immediate + permanent/absorbing revoke) are documented as an explicit contract and pinned by a test; a Cancelled then later Renewed stays revoked.","A purchase that goes Cancelled then receives a later-OccurredAt Renewed stays Cancelled and the entitlement stays revoked.","TIER 3 (CONFIRMED behavior - this is test + docs, NOT a behavior change). The adversarial review flagged that 'Cancelled' is absorbing and revokes immediately (a subscriber toggling auto-renew off loses access permanently) and that there is NO test for the Cancelled-then-Renewed path. Product decision (2026-06-15): keep immediate-permanent revoke. Make it explicit: document in docs/21 that Cancelled means termination (not a grace period) and is absorbing like Refunded, and add the pinning test so the semantics cannot silently regress. Reuse PurchaseTransactionStatusMachine + the existing monotonicity tests."
CORE-MON-012,Monetization v1,"Narrow cross-product entitlement over-revocation",livecore-platform,"Refunding/cancelling one product revokes only entitlements not still granted by another active purchase of the same subject; an entitlement shared by a second still-active product is retained.","A subject with two products sharing an entitlement: refunding one keeps the entitlement (still granted by the other active product); refunding both revokes it.","TIER 3 (under-granting correctness from the adversarial review). PurchaseEntitlementRevocationService.RevokeForProductAsync revokes ALL of the plan's entitlements unconditionally (~60-91), so if one subject holds two products whose plans share an entitlement, refunding one revokes the shared entitlement the other still legitimately grants. Before revoking an entitlement, check whether another active (non-revoked) purchase of the same subject still grants it; only revoke if none does. Low-likelihood with one-product-per-plan seed data but correct it. Reuse the Store + Entitlements modules."
