id,epic,title,repo,acceptance_criteria,required_tests,notes
CORE-APROJ-001,Audience Projection Completeness,Fix the participant visible-feed item contract drift,livecore-platform,"The @livecore/contracts ParticipantVisibleFeedItem type matches what the API already returns: it carries resourceType (the VisibilityResourceType) and resourceId, not an empty object; the hand-written contract type, its generated dist, the OpenAPI document and the SDK all agree with the server DTO (apps/api/Visibility/ParticipantFeedDtos.cs ParticipantVisibleFeedItem(string ResourceType, Guid ResourceId)); no server behaviour changes; a consumer reading getParticipantVisibleFeed sees a typed resourceType plus resourceId on each item.","Contract type test pins the ParticipantVisibleFeedItem shape to exactly { resourceType, resourceId } (matching the integration test that already asserts the wire item is exactly resourceType plus resourceId); the OpenAPI/contract drift gate and the sdk-parity gate stay green; the existing participant-visible-feed integration tests stay green.","Raised by a vertical adopter (csv/Issues _from_verticals/core_gaps.csv ARC-GAP-003 first half). Pure CONTRACT-DRIFT fix with no server change: the C# server has returned resourceType plus resourceId since CORE-API-005, but the hand-written TS contract packages/contracts/src/visibility.ts still declares ParticipantVisibleFeedItem = Record<string, never> (stale since CORE-SDK-001), so the published contract lies about the server. Update the contract type and its doc comment, rebuild the contracts dist, and reconcile the generated openapi.ts only if it is also stale. Keep the item identifiers-only, never resolved content (threat T7). Foundational for CORE-APROJ-002. Touch packages/contracts/src/visibility.ts (and dist) and docs/08 if it shows the shape."
CORE-APROJ-002,Audience Projection Completeness,Enrich the participant visible-feed item with audience-safe projected fields,livecore-platform,"Each ParticipantVisibleFeedItem carries, in addition to resourceType plus resourceId, an audience-safe projected title (and where applicable a short body), a revealedAt timestamp, and a marker distinguishing an audience-wide reveal from a selected-participant reveal; the projected title/body are produced ONLY through the existing role-based audience projection for the resource kind (content block / entity), never the raw host title/body, so no host-only content leaks (threats T2/T7); a consumer can render the revealed content from the feed alone with no host read; the feed stays already-filtered and fail-closed (a participant only ever sees items it may see).","Integration: a participant feed item shows the audience-safe title and revealedAt for an audience-wide reveal and for its own selected-participant reveal, and never the host-only fields of a hidden or non-targeted resource (extend the crown-jewel non-target test); the per-item JSON property set is pinned to the new audience-safe shape; a host-only field never appears; the contract/OpenAPI/sdk-parity drift gates stay green.","Raised by a vertical adopter (ARC-GAP-003 second half). Extends CORE-APROJ-001. The projection currently holds only VisibleResource(ResourceType, ResourceId) in VisibilityPreviewService; this story resolves, per visible resource, an audience-safe label/body plus revealedAt by REUSING the existing audience projections (ParticipantEntityResponse and the audience content projection) gated through the central VisibilityPolicy - visibility is never recomputed locally. Because the Visibility module may not reference Scenes/Content/Entities (the enforced module graph, CORE-ARCH-001), resolve through a Visibility-owned port whose adapter lives in the composition root (same pattern as CORE-SVIS-005). Update packages/contracts, apps/api/Visibility, docs/08 and docs/11, the OpenAPI document and the SDK type; the route shape is unchanged. Pairs with CORE-PSELF-001 (so a participant can reach its own feed) and CORE-ALC-002 (attachments compose onto this item)."
CORE-APROJ-003,Audience Projection Completeness,Add an audience-safe entity-type discriminator to the participant entity projection,livecore-platform,"ParticipantEntityResponse carries an audience-safe entity-type discriminator - the entity type stable natural key (entityTypeKey, the EntityType.TypeKey slug) - in addition to id and name; the host EntityResponse is unchanged; an audience/participant surface listing entities (GET /api/v1/workspaces/{workspaceId}/entities and /entities/{entityId}) can group or filter entities by kind from the list alone with no host read; the discriminator is a non-sensitive type key (data, not host content), so no host-only field (entityTypeId, attribute values) leaks (threats T2/T7); the fail-closed projection by role is unchanged.","Unit: the participant projection property set is exactly { id, name, entityTypeKey } and still excludes the host-only fields (update the projection test that pins the set); the host projection is unchanged; an audience caller receives entityTypeKey and never entityTypeId or attribute values; the contract/OpenAPI/sdk-parity drift gates stay green.","Raised by a vertical adopter (ARC-GAP-008). EntityType already carries the stable, lower-case TypeKey natural key (apps/api/Entities/EntityType.cs); project it as the audience-safe discriminator. Reuse EntityProjection (CORE-ENT-006) and the EntityType repository to resolve the key; keep it product-neutral (a generic type key, no per-type branching in Core source - docs/04). Update packages/contracts/src/entities.ts, apps/api/Entities, docs/08, the OpenAPI document and the SDK type. Composes with CORE-APROJ-002 so a revealed feed item can be tied to its entity by type."
CORE-APROJ-004,Audience Projection Completeness,Add an audience-safe resource label to the visibility-rule projection,livecore-platform,"VisibilityRuleResponse carries a denormalized, audience-safe resource label (resourceLabel) for the governed resource, in addition to resourceType plus resourceId; a host rendering a per-resource visibility matrix from listRules can name each row from the rule list alone, with no per-resource host read; the label is the resource audience-safe name (scene/content/entity), not full content; the list and read stay restricted to the authoring roles and fail-closed (a participant can neither author nor enumerate rules); foreign or unknown rules stay hidden-404.","Integration: an authoring role lists visibility rules and each row carries the resolved resourceLabel; a rule whose resource was deleted degrades to a null/empty label without error; a participant is still denied enumeration; the same-workspace resolution is exercised; the contract/OpenAPI/sdk-parity drift gates stay green.","Raised by a vertical adopter (ARC-GAP-006). Resolve the label through the Visibility-owned same-workspace resource port introduced by CORE-SVIS-005 (the Visibility module must not reference Scenes/Content/Entities directly - CORE-ARCH-001); the adapter lives in the composition root. Update packages/contracts/src/visibility.ts, apps/api/Visibility/VisibilityRuleDtos.cs and the list/read projection, docs/08, the OpenAPI document and the SDK type. No new route (extends the CORE-SVIS-005 rule routes). Optionally also project the label onto the participant visible-feed item (compose with CORE-APROJ-002) only if it stays audience-safe."
CORE-PSELF-001,Participant Self-Identification,Let a participant resolve its own session participant context,livecore-platform,"A new fail-closed, session-scoped route GET /api/v1/sessions/{sessionId}/me returns the calling principal own participant context for the session - its participantId, displayName and presence - so an audience surface can call participant-keyed reads (getParticipantVisibleFeed, the roster) for itself without the host passing the surrogate participantId out of band; the route resolves the caller participant via the existing server-side principal-to-participant mapping (IParticipantRepository.FindByUserAsync), never a client-supplied id; a caller who is not a participant of the session, a foreign-tenant caller and an unknown session are all hidden-404; the route returns ONLY the caller own participant identity, never another participant; additionally the audience roster entry carries a server-computed isSelf marker (which leaks no other participant user id).","Integration: a participant resolves its own participantId via GET /sessions/{sessionId}/me and the id matches the roster; a member who is not a participant of the session gets hidden-404; a foreign-tenant or unknown session is hidden-404; the response never exposes another participant user id; the roster isSelf marker is true only for the caller own entry; negative-authorization cases fail closed; the contract/OpenAPI/sdk-parity drift gates stay green.","Raised by a vertical adopter (ARC-GAP-007). The server already maps a principal to its participant (IParticipantRepository.FindByUserAsync) but exposes no self-resolution route, so a participant cannot learn its own participantId in-scope (GET /api/v1/me returns only profile plus org memberships, no participations). Reuse the Participants domain, the session-scoped authorization and the audience-safe SessionRosterParticipant projection (the isSelf marker is server-computed per caller). Add the route plus the matching @livecore/sdk-ts method and regenerate openapi/livecore-v1.json in the same story; update csv/api_routes.csv, csv/authorization_matrix.csv, docs/06, docs/08 and docs/11. Unblocks the audience consuming CORE-APROJ-002."
CORE-INV-001,Invitation Onboarding Discovery,Consume and trust the OIDC email_verified claim,livecore-platform,"Core consumes the OIDC email_verified claim and treats the caller email as a TRUSTWORTHY verified fact only when the provider asserts email_verified=true; an unverified, false, malformed or absent email_verified leaves the email unverified (fail-closed); the principal model distinguishes a verified email from the existing optional/informational email metadata; email remains NEVER an authorization input on any existing route (no behaviour change to current paths), but a verified-email fact is now available server-side for features that must key on it (the invitation self-discovery in CORE-INV-002); if the principal read exposes the new verified flag it stays an additive, drift-gate-green contract change.","Unit: the principal mapper marks the email verified only when email_verified=true is present; a missing, false or non-boolean email_verified, and an absent email, all leave the email unverified (fail-closed); existing principal-mapping and /me tests stay green; no existing route changes an authorization decision based on email; if the /me principal shape gains an emailVerified flag the contract/OpenAPI/sdk-parity drift gates stay green.","Raised by a vertical adopter (csv/Issues _from_verticals/core_gaps.csv ARC-GAP-101); load-bearing PREREQUISITE for CORE-INV-002. Today OidcPrincipal.Email is optional informational metadata and no email_verified claim is read (OidcPrincipalMapper), so the email is unverified and spoofable - keying any feature on it would be an email-enumeration/invitation-hijack vector. Consume email_verified in OidcPrincipalMapper, add a verified-email fact to OidcPrincipal/the principal model, and keep email out of every existing authorization decision. Product-neutral identity hardening. Touch apps/api/IdentityAccess (OidcPrincipalMapper, OidcPrincipal, the /me principal read if the flag is surfaced), docs/05, docs/06 and docs/07, and packages/contracts only if the principal shape changes. No new route."
CORE-INV-002,Invitation Onboarding Discovery,Add a user-scoped pending-invitation discovery route,livecore-platform,"A new fail-closed, user-scoped route GET /api/v1/me/invitations returns the authenticated caller PENDING workspace invitations - those whose invited email equals the caller VERIFIED email (CORE-INV-001) - as an audience-safe projection (invitation id, organization slug, workspace id, role, status, expiry), so an onboarding flow can discover then accept an invitation without the host handing over a workspace id out of band and without enumerating workspaces; matching is ONLY on the caller verified email; a caller with no verified email gets an empty list (never an error, never a guess); the projection NEVER includes the invitation token/secret or any other person data; only the caller own pending invitations are returned, scoped to the caller tenant claims; the matching client.invitations.listMine SDK method exists.","Integration: a caller whose verified email matches a pending invitation sees it with organizationSlug plus workspaceId and no token hash; a caller with an unverified or non-matching email sees an empty list; the route never returns another person invitation or the token secret; an accepted/expired/revoked invitation is not listed; the returned fields let the caller drive the existing acceptInvitation; negative cases fail closed; the sdk-parity, OpenAPI and spec-consistency gates stay green.","Raised by a vertical adopter (ARC-GAP-101). Depends on CORE-INV-001 (match ONLY the verified email; an unverified email would be an enumeration/hijack vector). Invitations are keyed by a raw InvitedEmail string plus a token hash (no user-id link) and acceptance is scoped-token redemption, so the only safe server-side key is the verified email. Reuse the WorkspaceInvitation aggregate, the existing email-keyed read (IWorkspaceInvitationRepository.ListByInvitedEmailInOrganizationAsync, generalized to the caller claimed tenants), the Pending status filter, bounded paging, and the PII-safe PendingWorkspaceInvitationResponse projection (extended with organizationSlug/workspaceId, never the token hash). Add the route under the existing /me family plus a new client.invitations resource (client.invitations.listMine) and regenerate openapi/livecore-v1.json; update csv/api_routes.csv, csv/authorization_matrix.csv, docs/06, docs/08 and docs/25. Email delivery of the invite link stays a deployment concern (out of scope)."
CORE-ALC-001,Asset Lifecycle and Attachment Completeness,Expose the asset confirm-upload transition (Pending to Available),livecore-platform,"A new client-reachable route POST /api/v1/assets/{assetId}/confirm-upload drives the existing Asset.MarkAvailable domain transition so a successfully uploaded Pending asset becomes Available and downloadable; the route is authorized to the host-content roles that create the upload intent, is tenant/workspace-scoped and carries the uploaded size and checksum; it is the only Pending-to-Available transition and is fail-closed - a non-Pending asset is 409, a foreign-tenant/unknown asset is hidden-404, an unauthorized role is denied, and a download-url stays 409 until the asset is confirmed; the transition is audited; the matching client.assets.confirmUpload SDK method exists.","Integration: after an upload-intent plus signed PUT, confirm-upload makes the asset Available and a download-url then succeeds; confirming a non-Pending asset is 409; a foreign-tenant/unknown asset is hidden-404; an unauthorized role is denied; the confirm is audited; negative-authorization cases fail closed; the sdk-parity and OpenAPI drift gates stay green.","Raised by a vertical adopter (ARC-GAP-004). The Asset.MarkAvailable domain method and IAssetRepository.UpdateAsync already exist but are wired to NO transport, so an asset can never leave Pending except via the background cleanup that reclaims it - a real lifecycle gap, not a deliberate omission (docs/12 documents the confirm step). Reuse the existing asset authorization (same roles as upload-intent), the audit pipeline and the unit of work. Add the route plus the SDK method and regenerate openapi/livecore-v1.json in the same story; update csv/api_routes.csv, csv/authorization_matrix.csv, csv/event_catalog.csv if an audit action is added, docs/08 and docs/12. A storage-event/webhook-driven transition is a documented alternative but out of scope here (the explicit confirm route needs no new inbound infrastructure)."
CORE-ALC-002,Asset Lifecycle and Attachment Completeness,Project an audience-safe attachments list for a revealed resource,livecore-platform,"A participant/audience surface can enumerate the assets attached to a resource it can see: each enriched participant visible-feed item carries an audience-safe attachments list, where each entry is an assetId plus an audience-safe name and contentType; only assets linked to a resource the participant may currently see are listed (the link inherits the resource audience visibility, gated through the central VisibilityPolicy), so a hidden resource attachments are never enumerated (threat T2); the download of each listed asset still goes through the server-side getDownloadUrl authorization check (defense in depth); the list is empty (never errors) when a resource has no attachments or the consumer cannot see it.","Integration: a participant who can see a resource enumerates its attachments (assetId plus audience-safe name plus contentType) from the feed and downloads one via getDownloadUrl; a participant who cannot see the resource sees no attachments; an asset linked to a hidden resource is never listed; the download check still denies a hidden asset; the contract/OpenAPI/sdk-parity drift gates stay green.","Raised by a vertical adopter (ARC-GAP-009). Composes with CORE-APROJ-002 (the enriched feed item). Reuse the AssetLink model (asset to ContentBlock/Entity) and AssetDownloadPolicy/VisibilityPolicy for the visibility gate; never duplicate visibility logic. Keep entries audience-safe (assetId plus projected name plus contentType), never host-only fields. Product-neutral (a generic attachment, no vertical term). Update packages/contracts, apps/api/Assets and apps/api/Visibility (the feed projection), docs/08 and docs/12, the OpenAPI document and the SDK type. Depends on CORE-APROJ-002."
CORE-VSEAL-001,Scheduled and Sealed Visibility,Add a sealed (locked) projected state to a visibility rule,livecore-platform,"A visibility rule can carry a server-asserted sealed/locked flag; a locked rule visibility cannot be changed or revealed (a reveal/hide/change targeting a locked rule is 409, fail-closed), expressing a permanently-restricted resource; the authoring roles set and clear the lock; the locked flag is projected on VisibilityRuleResponse (and, where audience-safe, on the participant visible-feed item) so a consumer can render a locked presentation state bound to a server fact; the existing binary Hidden/Visible enforcement is unchanged (locked is an orthogonal authoring lock, not a third VisibilityState member); an unlocked rule behaves exactly as before.","Integration/unit: locking a rule then attempting a reveal/hide/change is 409; an unlocked rule still reveals; only authoring roles can lock or unlock; the locked flag appears on the rule projection; the recipient resolver and existing visibility tests are unchanged for unlocked rules; a foreign/unknown rule is hidden-404; negative cases fail closed; spec-consistency (schema/index) and the OpenAPI/sdk-parity gates stay green.","Raised by a vertical adopter (ARC-GAP-002 first half). DESIGN: do NOT add a Locked member to the VisibilityState enum (that would churn the recipient resolver and every projection that branches on the binary state and risk the central security module); model locked as an additive boolean on the VisibilityRule aggregate that gates the existing ChangeVisibility/reveal commands. Reuse the VisibilityRule aggregate, its persistence plus an EF migration, the authoring authz and the audit pipeline. Update apps/api/Visibility, packages/contracts/src/visibility.ts, csv/database_tables.csv, docs/08 and docs/10, the OpenAPI document and the SDK type. Pairs with CORE-VSEAL-002."
